ICAO;City;Airport name;Country;Latitude;Longtitude;Time Difference
OAHR;Herat;Herat Airport;Afghanistan;34.209999084472656;62.22829818725586;4.5
OAJL;Jalalabad;Jalalabad Airport;Afghanistan;34.39979934692383;70.49859619140625;4.5
OAKB;Kabul;Hamid Karzai International Airport;Afghanistan;34.565899;69.212303;4.5
OAKN;Kandahar;Kandahar Airport;Afghanistan;31.505800247192383;65.8478012084961;4.5
OAMN;Maimama;Maimana Airport;Afghanistan;35.93080139160156;64.76090240478516;4.5
OAMS;Mazar-i-sharif;Mazar I Sharif Airport;Afghanistan;36.70690155029297;67.20970153808594;4.5
OASD;Shindand;Shindand Airport;Afghanistan;33.3913002014;62.2610015869;4.5
OASG;Sheberghan;Sheberghan Airport;Afghanistan;36.75080108642578;65.91320037841797;4.5
OAUZ;Kunduz;Konduz Airport;Afghanistan;36.66510009765625;68.91079711914062;4.5
OAFZ;Faizabad;Fayzabad Airport;Afghanistan;37.121101;70.518097;4.5
OAIX;Kabul;Bagram Air Base;Afghanistan;34.9460983276;69.26499938959999;4.5
OATN;Tarin Kowt;Tarin Kowt Airport;Afghanistan;32.604198455799995;65.8657989502;4.5
OAZJ;Zaranj;Zaranj Airport;Afghanistan;30.972222;61.865833;4.5
OACC;Chaghcharan;Chakcharan Airport;Afghanistan;34.53300094604492;65.26699829101562;4.5
OAZI;Camp Bastion;Camp Bastion Airport;Afghanistan;31.863800048799998;64.2246017456;4.5
OAKS;Khost;Khost Airport;Afghanistan;33.3334007263;69.952003479;4.5
OASA;Sharona;Sharana Airstrip;Afghanistan;33.12575;68.838517;4.5
OASH;Shank;Shank Air Base;Afghanistan;33.9225;69.07722222219999;4.5
OABT;Lashkar Gah;Bost Airport;Afghanistan;31.55970001220703;64.36499786376953;4.5
OABN;Bamyan;Bamiyan Airport;Afghanistan;34.81700134277344;67.81700134277344;4.5
OAFR;Farah;Farah Airport;Afghanistan;32.367000579833984;62.18299865722656;4.3
OAGN;Ghazni;Ghazni Airport;Afghanistan;33.5312004089;68.412902832;4.5
LATI;Tirana;Tirana International Airport Mother Teresa;Albania;41.4146995544;19.7206001282;1
LAGJ;Gjadër;Gjadër Air Base;Albania;41.895199;19.5987;\N
LAKU;Kukës;Kukës Airport;Albania;42.033699035599994;20.4158992767;\N
LAKV;Kuçovë;Kuçovë Air Base;Albania;40.77190017700195;19.901899337768555;\N
LAVL;Vlorë;Vlorë Air Base;Albania;40.47610092163086;19.474199295043945;\N
DAAB;Blida;Blida Airport;Algeria;36.50360107421875;2.8141698837280273;1
DAAD;Bou Saada;Bou Saada Airport;Algeria;35.33250045776367;4.206389904022217;1
DAAE;Bejaja;Soummam Airport;Algeria;36.7120018005;5.0699200630200005;1
DAAG;Algier;Houari Boumediene Airport;Algeria;36.691001892089844;3.215409994125366;1
DAAJ;Djanet;Djanet Inedbirene Airport;Algeria;24.292801;9.45244;1
DAAK;Boufarik;Boufarik Airport;Algeria;36.545799;2.87611;1
DAAN;Reggan;Reggane Airport;Algeria;26.7101;0.285647;1
DAAP;Illizi;Illizi Takhamalt Airport;Algeria;26.7234992981;8.62265014648;1
DAAQ;Ain Oussera;Ain Oussera Airport;Algeria;35.52539825439453;2.8787100315093994;1
DAAT;Tamanrasset;Aguenar – Hadj Bey Akhamok Airport;Algeria;22.8115005493;5.45107984543;1
DAAV;Jijel;Jijel Ferhat Abbas Airport;Algeria;36.7951011658;5.87361001968;1
DAAY;Mecheria;Mecheria Airport;Algeria;33.535900116;-0.242353007197;1
DAAZ;Relizane;Relizane Airport;Algeria;35.752201;0.626272;1
DABB;Annaba;Rabah Bitat Airport;Algeria;36.822201;7.809174;1
DABC;Constantine;Mohamed Boudiaf International Airport;Algeria;36.2760009765625;6.620389938354492;1
DABS;Tebessa;Cheikh Larbi Tébessi Airport;Algeria;35.4315986633;8.12071990967;1
DAFH;Tilrempt;Hassi R'Mel Airport;Algeria;32.93040084838867;3.311539888381958;1
DAOB;Tiaret;Bou Chekif Airport;Algeria;35.3410987854;1.46315002441;1
DAOE;Bou Sfer;Bou Sfer Airport;Algeria;35.73540115356445;-0.8053889870643616;1
DAOF;Tindouf;Tindouf Airport;Algeria;27.7003993988;-8.167099952700001;1
DAOI;Ech-cheliff;Ech Cheliff Airport;Algeria;36.2126998901;1.33176994324;1
DAOL;Oran;Tafaraoui Airport;Algeria;35.54240036010742;-0.5322780013084412;1
DAON;Tlemcen;Zenata – Messali El Hadj Airport;Algeria;35.0167007446;-1.45000004768;1
DAOO;Oran;Es Senia Airport;Algeria;35.6239013672;-0.6211829781529999;1
DAOS;Sidi Bel Abbes;Sidi Bel Abbes Airport;Algeria;35.1717987061;-0.593275010586;1
DAOV;Ghriss;Ghriss Airport;Algeria;35.207698822021484;0.14714199304580688;1
DAUA;Adrar;Touat Cheikh Sidi Mohamed Belkebir Airport;Algeria;27.837600708007812;-0.18641400337219238;1
DAUB;Biskra;Biskra Airport;Algeria;34.793300628699996;5.73823022842;1
DAUE;El Golea;El Golea Airport;Algeria;30.571300506591797;2.8595900535583496;1
DAUG;Ghardaia;Noumérat - Moufdi Zakaria Airport;Algeria;32.38410186767578;3.794110059738159;1
DAUH;Hassi Messaoud;Oued Irara Airport;Algeria;31.673000335699996;6.140439987180001;1
DAUI;In Salah;In Salah Airport;Algeria;27.250999450699997;2.51202011108;1
DAUK;Touggourt;Touggourt Sidi Madhi Airport;Algeria;33.06779861450195;6.088669776916504;1
DAUL;Laghouat;Laghouat Airport;Algeria;33.764400482199996;2.92833995819;1
DAUT;Timimoun;Timimoun Airport;Algeria;29.2371006012;0.276033014059;1
DAUU;Ouargla;Ain el Beida Airport;Algeria;31.917200088500977;5.412779808044434;1
DAUZ;Zarzaitine;In Aménas Airport;Algeria;28.0515;9.64291;1
DABT;Batna;Batna Airport;Algeria;35.752101898199996;6.308589935300001;1
DAOR;Béchar;Béchar Boudghene Ben Ali Lotfi Airport;Algeria;31.645700454711914;-2.269860029220581;1
DATM;Bordj Badji Mokhtar;Bordj Badji Mokhtar Airport;Algeria;21.375;0.923888981342;1
DAUO;Guemar;Guemar Airport;Algeria;33.5113983154;6.77679014206;1
DAAS;Setif;Ain Arnat Airport;Algeria;36.178100585900005;5.3244900703399995;1
DAFI;Djelfa;Tsletsi Airport;Algeria;34.6657;3.351;1
DAOY;El Bayadh;El Bayadh Airport;Algeria;33.721666666699996;1.0925;1
NSTU;Pago Pago;Pago Pago International Airport;American Samoa;-14.3310003281;-170.710006714;-11
NSFQ;Fiti\'uta;Fitiuta Airport;American Samoa;-14.2172;-169.425003;-11
FNBC;M'banza-congo;Mbanza Congo Airport;Angola;-6.269899845123291;14.246999740600586;1
FNBG;Benguela;Benguela Airport;Angola;-12.609000206;13.4036998749;1
FNCA;Cabinda;Cabinda Airport;Angola;-5.59699010848999;12.188400268554688;1
FNHU;Huambo;Nova Lisboa Airport;Angola;-12.808899879455566;15.760499954223633;1
FNKU;Kuito;Kuito Airport;Angola;-12.404600143433;16.947399139404;1
FNLB;Lobito;Lobito Airport;Angola;-12.371199607849121;13.536600112915039;1
FNLU;Luanda;Quatro de Fevereiro Airport;Angola;-8.85837;13.2312;1
FNMA;Malanje;Malanje Airport;Angola;-9.525090217590332;16.312400817871094;1
FNME;Menongue;Menongue Airport;Angola;-14.657600402832031;17.71980094909668;1
FNNG;Negage;Negage Airport;Angola;-7.754509925842285;15.287699699401855;1
FNPA;Porto Amboim;Porto Amboim Airport;Angola;-10.722000122070312;13.76550006866455;1
FNSA;Saurimo;Saurimo Airport;Angola;-9.689069747924805;20.431900024414062;1
FNSO;Soyo;Soyo Airport;Angola;-6.141089916229248;12.371800422668457;1
FNUB;Lubango;Lubango Airport;Angola;-14.924699783325195;13.574999809265137;1
FNUE;Luena;Luena Airport;Angola;-11.768099784851074;19.8976993560791;1
FNUG;Uige;Uige Airport;Angola;-7.60306978225708;15.027799606323242;1
FNXA;Xangongo;Xangongo Airport;Angola;-16.755399703979492;14.965299606323242;1
FNCT;Catumbela;Catumbela Airport;Angola;-12.4792;13.4869;1
FNDU;Dundo;Dundo Airport;Angola;-7.400889873504639;20.818500518798828;1
FNGI;Ondjiva;Ngjiva Pereira Airport;Angola;-17.0435009003;15.683799743700002;1
FNMO;Mocamedes;Namibe Airport;Angola;-15.261199951171875;12.14680004119873;1
FNZG;Nzagi;Nzagi Airport;Angola;-7.716939926149999;21.358200073200003;1
FNLK;Lucapa;Lucapa Airport;Angola;-8.445727348330001;20.7320861816;1
FNCP;Kapanda;Capanda Airport;Angola;-9.76937007904;15.4553194046;1
FNSU;Sumbe;Sumbe Airport;Angola;-11.167900085449219;13.84749984741211;\N
TQPF;The Valley;Clayton J Lloyd International Airport;Anguilla;18.2048;-63.055099;-4
NZSP;Stephen's Island;South Pole Station Airport;Antarctica;-90;0;12
NZWD;Weydon;Williams Field;Antarctica;-77.86740112304688;167.0570068359375;12
SAWB;Marambio Base;Marambio Base;Antarctica;-64.2382965088;-56.6307983398;12
SCRM;Isla Rey Jorge;Teniente Rodolfo Marsh Martin Base;Antarctica;-62.1907997131;-58.9866981506;12
YWKS;Budd Coast;Wilkins Runway;Antarctica;-66.690833;111.523611;12
NZIR;Ross Island;McMurdo Station Ice Runway;Antarctica;-77.85399627685547;166.468994140625;12
NZPG;McMurdo Station;McMurdo Station Pegasus Field;Antarctica;-77.9634017944336;166.52499389648438;12
TAPA;Antigua;V.C. Bird International Airport;Antigua and Barbuda;17.1367;-61.792702;-4
TAPH;Codrington;Codrington Airport;Antigua and Barbuda;17.635799;-61.828602;-4
SAAC;Concordia;Comodoro Pierrestegui Airport;Argentina;-31.2969;-57.9966;-3
SAAG;Gualeguaychu;Gualeguaychu Airport;Argentina;-33.0103;-58.6131;-3
SAAJ;Junin;Junin Airport;Argentina;-34.5459;-60.9306;-3
SAAP;Parana;General Urquiza Airport;Argentina;-31.7948;-60.4804;-3
SAAR;Rosario;Islas Malvinas Airport;Argentina;-32.9036;-60.785;-3
SAAV;Santa Fe;Sauce Viejo Airport;Argentina;-31.7117;-60.8117;-3
SABE;Buenos Aires;Jorge Newbery Airpark;Argentina;-34.5592;-58.4156;-3
SACO;Cordoba;Ingeniero Ambrosio Taravella Airport;Argentina;-31.323601;-64.208;-3
SACT;Gobernador Gordillo;Chamical Airport;Argentina;-30.34530067;-66.29360198;-3
SADF;San Fernando;San Fernando Airport;Argentina;-34.4532;-58.5896;-3
SADJ;Jose C. Paz;Mariano Moreno Airport;Argentina;-34.5606;-58.7896;-3
SADL;La Plata;La Plata Airport;Argentina;-34.9722;-57.8947;-3
SADM;Moron;Moron Airport;Argentina;-34.6763;-58.6428;-3
SADP;El Palomar;El Palomar Airport;Argentina;-34.6099;-58.6126;-3
SAHC;Chosmadal;Chos Malal Airport;Argentina;-37.444698333699996;-70.2225036621;-3
SAHR;Fuerte Gral Roca;Dr. Arturo H. Illia Airport;Argentina;-39.0007019043;-67.6204986572;-3
SAME;Mendoza;El Plumerillo Airport;Argentina;-32.8316993713;-68.7929000854;-3
SAMM;Malargue;Comodoro D.R. Salomón Airport;Argentina;-35.493598938;-69.5743026733;-3
SAMR;San Rafael;Suboficial Ay Santiago Germano Airport;Argentina;-34.588299;-68.4039;-3
SANC;Catamarca;Catamarca Airport;Argentina;-28.5956001282;-65.751701355;-3
SANE;Santiago Del Estero;Vicecomodoro Angel D. La Paz Aragonés Airport;Argentina;-27.765556335399996;-64.3099975586;-3
SANI;Tinogasta;Tinogasta Airport;Argentina;-28.0377998352;-67.5802993774;-3
SANL;La Rioja;Capitan V A Almonacid Airport;Argentina;-29.3815994263;-66.7957992554;-3
SANO;Chilecito;Chilecito Airport;Argentina;-29.2238998413;-67.4389038086;-3
SANT;Tucuman;Teniente Benjamin Matienzo Airport;Argentina;-26.8409;-65.104897;-3
SANU;San Juan;Domingo Faustino Sarmiento Airport;Argentina;-31.571501;-68.418198;-3
SAOC;Rio Cuarto;Area De Material Airport;Argentina;-33.0850982666;-64.2612991333;-3
SAOD;Villa Dolores;Villa Dolores Airport;Argentina;-31.9451999664;-65.1463012695;-3
SAOL;Laboulaye;La Quiaca Airport;Argentina;-22.1506004333;-65.57749938959999;-3
SAOM;Marcos Juarez;Marcos Juarez Airport;Argentina;-32.6836;-62.157801;-3
SAOR;Villa Reynolds;Villa Reynolds Airport;Argentina;-33.7299003601;-65.3873977661;-3
SAOU;San Luis;Brigadier Mayor D Cesar Raul Ojeda Airport;Argentina;-33.2732009888;-66.3563995361;-3
SARC;Corrientes;Corrientes Airport;Argentina;-27.4455;-58.7619;-3
SARE;Resistencia;Resistencia International Airport;Argentina;-27.45;-59.0561;-3
SARF;Formosa;Formosa Airport;Argentina;-26.2127;-58.2281;-3
SARI;Iguazu Falls;Cataratas Del Iguazú International Airport;Argentina;-25.737301;-54.4734;-3
SARL;Paso De Los Libres;Paso De Los Libres Airport;Argentina;-29.6894;-57.1521;-3
SARM;Monte Caseros;Monte Caseros Airport;Argentina;-30.2719;-57.6402;-3
SARP;Posadas;Libertador Gral D Jose De San Martin Airport;Argentina;-27.3858;-55.9707;-3
SARS;Presidencia R.s.pena;Termal Airport;Argentina;-26.753611;-60.492222;-3
SASA;Salta;Martin Miguel De Guemes International Airport;Argentina;-24.856000900299996;-65.4861984253;-3
SASJ;Jujuy;Gobernador Horacio Guzman International Airport;Argentina;-24.392799;-65.097801;-3
SASO;Oran;Orán Airport;Argentina;-23.1527996063;-64.3292007446;-3
SASQ;La Quiaca;Laboulaye Airport;Argentina;-34.1353988647;-63.36230087279999;-3
SATD;El Dorado;El Dorado Airport;Argentina;-26.3974990845;-54.5746994019;-3
SATG;Goya;Goya Airport;Argentina;-29.1058;-59.2189;-3
SATO;Obera;Oberá Airport;Argentina;-27.5181999207;-55.1241989136;-3
SATR;Reconquista;Reconquista Airport;Argentina;-29.2103;-59.68;-3
SATU;Curuzu Cuatia;Curuzu Cuatia Airport;Argentina;-29.7706;-57.9789;-3
SAVB;El Bolson;El Bolson Airport;Argentina;-41.9431991577;-71.5323028564;-3
SAVC;Comodoro Rivadavia;General E. Mosconi Airport;Argentina;-45.7853;-67.4655;-3
SAVE;Esquel;Brigadier Antonio Parodi Airport;Argentina;-42.908000946;-71.139503479;-3
SAVT;Trelew;Almirante Marco Andres Zar Airport;Argentina;-43.2105;-65.2703;-3
SAVV;Viedma;Gobernador Castello Airport;Argentina;-40.8692;-63.0004;-3
SAVY;Puerto Madryn;El Tehuelche Airport;Argentina;-42.7592;-65.1027;-3
SAWD;Puerto Deseado;Puerto Deseado Airport;Argentina;-47.7353;-65.9041;-3
SAWE;Rio Grande;Hermes Quijada International Airport;Argentina;-53.7777;-67.7494;-3
SAWG;Rio Gallegos;Piloto Civil N. Fernández Airport;Argentina;-51.6089;-69.3126;-3
SAWH;Ushuaia;Malvinas Argentinas Airport;Argentina;-54.8433;-68.2958;-3
SAWJ;San Julian;Capitan D Daniel Vazquez Airport;Argentina;-49.3068;-67.8026;-3
SAWP;Perito Moreno;Perito Moreno Airport;Argentina;-46.537899;-70.978699;-3
SAWU;Santa Cruz;Santa Cruz Airport;Argentina;-50.0165;-68.5792;-3
SAZB;Bahia Blanca;Comandante Espora Airport;Argentina;-38.725;-62.1693;-3
SAZC;Colonel Suarez;Brigadier D.H.E. Ruiz Airport;Argentina;-37.446098;-61.889301;-3
SAZF;Olavarria;Olavarria Airport;Argentina;-36.8899993896;-60.216598510699995;-3
SAZG;General Pico;General Pico Airport;Argentina;-35.6962013245;-63.7583007812;-3
SAZH;Tres Arroyos;Tres Arroyos Airport;Argentina;-38.3869;-60.3297;-3
SAZI;Bolivar;Bolivar Airport;Argentina;-36.1866;-61.0764;-3
SAZM;Mar Del Plata;Ástor Piazzola International Airport;Argentina;-37.9342;-57.5733;-3
SAZN;Neuquen;Presidente Peron Airport;Argentina;-38.949001;-68.155701;-3
SAZP;Pehuajo;Comodoro Pedro Zanni Airport;Argentina;-35.8446;-61.8576;-3
SAZR;Santa Rosa;Santa Rosa Airport;Argentina;-36.588299;-64.275703;-3
SAZS;San Carlos De Bariloche;San Carlos De Bariloche Airport;Argentina;-41.151199;-71.157501;-3
SAZT;Tandil;Héroes De Malvinas Airport;Argentina;-37.2374000549;-59.2279014587;-3
SAZV;Villa Gesell;Villa Gesell Airport;Argentina;-37.2354;-57.0292;-3
SAZW;Cutralco;Cutral-Co Airport;Argentina;-38.939701080300004;-69.2646026611;-3
SAZY;San Martin Des Andes;Aviador C. Campos Airport;Argentina;-40.075401;-71.137299;-3
SAEZ;Buenos Aires;Ministro Pistarini International Airport;Argentina;-34.8222;-58.5358;-3
SAWC;El Calafate;El Calafate Airport;Argentina;-50.2803;-72.053101;-3
SAST;Tartagal;General Enrique Mosconi Airport;Argentina;-22.619600296;-63.7937011719;-3
SAVH;Las Heras;Las Heras Airport;Argentina;-46.53829956049999;-68.9653015137;-3
SAVN;San Antonio Oeste;Antoine de Saint Exupéry Airport;Argentina;-40.7512;-65.0343;-3
SAWA;El Calafate;Lago Argentino Airport;Argentina;-50.336102;-72.248596;-3
SAWR;Gobernador Gregores;Gobernador Gregores Airport;Argentina;-48.7831;-70.150002;-3
SAZL;Santa Teresita;Santa Teresita Airport;Argentina;-36.5423;-56.7218;-3
SAZO;Necochea;Necochea Airport;Argentina;-38.4831;-58.8172;-3
SAHZ;ZAPALA;Zapala Airport;Argentina;-38.975498;-70.113602;-3
SAHS;Rincon de los Sauces;Rincon De Los Sauces Airport;Argentina;-37.3905982971;-68.9041976929;-3
SAVS;Sierra Grande;Sierra Grande Airport;Argentina;-41.5917015076;-65.33940124509999;-3
SAVJ;Ingeniero Jacobacci;Cabo F.A.A. H. R. Bordón Airport;Argentina;-41.320899963399995;-69.5748977661;-3
SAVR;Alto Rio Senguer;D. Casimiro Szlapelis Airport;Argentina;-45.013599;-70.812202;-3
SAWS;Jose de San Martin;Jose De San Martin Airport;Argentina;-44.048599243199995;-70.4589004517;-3
SANR;Rio Hondo;Termas de Río Hondo international Airport;Argentina;-27.4966;-64.93595;-3
SAWL;Tolhuin;Tolwin Observatory Airport;Argentina;-54.521900177;-67.1989974976;-3
SAOV;Villa Maria;Presidente Néstor Kirchner Regionsl Airport;Argentina;-32.3201;-63.22663;\N
SAFS;Sunchales;Sunchales Aeroclub Airport;Argentina;-30.9575;-61.5283;-3
UDYE;Yerevan;Erebuni Airport;Armenia;40.122100830099996;44.465000152600005;4
UDLS;Stepanavan;Stepanavan Airport;Armenia;41.048500061;44.337200164799995;4
UDYZ;Yerevan;Zvartnots International Airport;Armenia;40.1473007202;44.3959007263;4
UDSG;Gyumri;Gyumri Shirak Airport;Armenia;40.7504005432;43.859298706100006;4
UGEJ;Dzhermuk;Dzhermuk Airport;Armenia;39.8240013123;45.673999786399996;\N
TNCA;Oranjestad;Queen Beatrix International Airport;Aruba;12.5014;-70.015198;-4
YBAF;Brisbane;Brisbane Archerfield Airport;Australia;-27.5702991486;153.007995605;10
YBAM;Amberley;Northern Peninsula Airport;Australia;-10.9508;142.459;10
YBAS;Alice Springs;Alice Springs Airport;Australia;-23.806699752807617;133.90199279785156;9.5
YBBN;Brisbane;Brisbane International Airport;Australia;-27.384199142456055;153.11700439453125;10
YBCG;Coolangatta;Gold Coast Airport;Australia;-28.1644001007;153.505004883;10
YBCS;Cairns;Cairns International Airport;Australia;-16.885799408;145.755004883;10
YBCV;Charlieville;Charleville Airport;Australia;-26.4132995605;146.261993408;10
YBMA;Mount Isa;Mount Isa Airport;Australia;-20.663900375399997;139.488998413;10
YBMC;Maroochydore;Sunshine Coast Airport;Australia;-26.6033;153.091003;10
YBMK;Mackay;Mackay Airport;Australia;-21.171699523900003;149.179992676;10
YBPN;Prosserpine;Proserpine Whitsunday Coast Airport;Australia;-20.4950008392;148.552001953;10
YBRK;Rockhampton;Rockhampton Airport;Australia;-23.3819007874;150.475006104;10
YBTL;Townsville;Townsville Airport;Australia;-19.252500534057617;146.76499938964844;10
YBWP;Weipa;Weipa Airport;Australia;-12.6786003113;141.925003052;10
YMAV;Avalon;Avalon Airport;Australia;-38.039398;144.468994;10
YMAY;Albury;Albury Airport;Australia;-36.06779861450195;146.95799255371094;10
YMEN;Melbourne;Melbourne Essendon Airport;Australia;-37.7281;144.901993;10
YMES;East Sale;RAAF Base East Sale;Australia;-38.098899841299996;147.149002075;10
YMHB;Hobart;Hobart International Airport;Australia;-42.836101532;147.509994507;10
YMLT;Launceston;Launceston Airport;Australia;-41.54529953;147.214004517;10
YMMB;Melbourne;Melbourne Moorabbin Airport;Australia;-37.975799560546875;145.1020050048828;10
YMML;Melbourne;Melbourne International Airport;Australia;-37.673302;144.843002;10
YMPC;Point Cook;RAAF Williams, Point Cook Base;Australia;-37.932201;144.753006;10
YPAD;Adelaide;Adelaide International Airport;Australia;-34.945;138.531006;9.5
YPED;Edinburgh;RAAF Base Edinburgh;Australia;-34.70249938964844;138.62100219726562;9.5
YPJT;Perth;Perth Jandakot Airport;Australia;-32.09749984741211;115.88099670410156;8
YPKA;Karratha;Karratha Airport;Australia;-20.712200164799995;116.773002625;8
YPKG;Kalgoorlie;Kalgoorlie Boulder Airport;Australia;-30.789400100699996;121.461997986;8
YPKU;Kununurra;Kununurra Airport;Australia;-15.7781000137;128.707992554;8
YPLM;Learmonth;Learmonth Airport;Australia;-22.235599517799997;114.088996887;8
YPPD;Port Hedland;Port Hedland International Airport;Australia;-20.3777999878;118.625999451;8
YPPF;Adelaide;Adelaide Parafield Airport;Australia;-34.793300628699996;138.632995605;9.5
YPPH;Perth;Perth International Airport;Australia;-31.94029998779297;115.96700286865234;8
YPWR;Woomera;Woomera Airfield;Australia;-31.14419937133789;136.81700134277344;9.5
YSBK;Sydney;Sydney Bankstown Airport;Australia;-33.924400329589844;150.98800659179688;10
YSCB;Canberra;Canberra International Airport;Australia;-35.30690002441406;149.19500732421875;10
YSCH;Coff's Harbour;Coffs Harbour Airport;Australia;-30.3206005096;153.115997314;10
YSCN;Camden;Camden Airport;Australia;-34.04029846191406;150.68699645996094;10
YSDU;Dubbo;Dubbo City Regional Airport;Australia;-32.2167015076;148.574996948;10
YSRI;Richmond;RAAF Base Richmond;Australia;-33.600601;150.781006;10
YSSY;Sydney;Sydney Kingsford Smith International Airport;Australia;-33.94609832763672;151.177001953125;10
YSTW;Tamworth;Tamworth Airport;Australia;-31.0839004517;150.847000122;10
YSWG;Wagga Wagga;Wagga Wagga City Airport;Australia;-35.1652984619;147.466003418;10
YEML;Emerald;Emerald Airport;Australia;-23.5674991608;148.179000854;10
YPDN;Darwin;Darwin International Airport;Australia;-12.41469955444336;130.8769989013672;9.5
YAYE;Uluru;Ayers Rock Connellan Airport;Australia;-25.1861;130.975998;9.5
YKSC;Kingscote;Kingscote Airport;Australia;-35.71390151977539;137.52099609375;9.5
YHBA;Hervey Bay;Hervey Bay Airport;Australia;-25.3188991547;152.880004883;10
YARM;Armidale;Armidale Airport;Australia;-30.528099060099997;151.617004395;10
YBCK;Blackall;Blackall Airport;Australia;-24.427799224900003;145.429000854;10
YBUD;Bundaberg;Bundaberg Airport;Australia;-24.903900146499996;152.319000244;10
YHYN;Hayman Island;Hayman Island Heliport;Australia;-20.0599;148.8834;10
YTNG;Biloela;Thangool Airport;Australia;-24.493900299072266;150.5760040283203;10
YBNA;Ballina Byron Bay;Ballina Byron Gateway Airport;Australia;-28.8339004517;153.56199646;10
YBRM;Broome;Broome International Airport;Australia;-17.944700241088867;122.23200225830078;8
YWLM;Newcastle;Newcastle Airport;Australia;-32.79499816894531;151.83399963378906;10
YABA;Albany;Albany Airport;Australia;-34.94329833984375;117.80899810791016;8
YARG;Argyle;Argyle Airport;Australia;-16.6369;128.451004;8
YAUR;Aurukun;Aurukun Airport;Australia;-13.354067;141.72065;10
YBAR;Barcaldine;Barcaldine Airport;Australia;-23.5652999878;145.307006836;10
YBAU;Badu Island;Badu Island Airport;Australia;-10.149999618499999;142.1734;10
YBDV;Birdsville;Birdsville Airport;Australia;-25.897499084472656;139.34800720214844;10
YBHI;Broken Hill;Broken Hill Airport;Australia;-32.0013999939;141.472000122;9.5
YBHM;Hamilton Island;Hamilton Island Airport;Australia;-20.3581008911;148.95199585;10
YBIE;Bedourie;Bedourie Airport;Australia;-24.346099853515625;139.4600067138672;10
YBKE;Bourke;Bourke Airport;Australia;-30.039199829101562;145.95199584960938;10
YBKT;Burketown;Burketown Airport;Australia;-17.748600006103516;139.53399658203125;10
YBOI;Boigu;Boigu Airport;Australia;-9.23278045654;142.218002319;10
YBOK;Oakey;Oakey Airport;Australia;-27.411399841308594;151.73500061035156;10
YBOU;Boulia;Boulia Airport;Australia;-22.913299560546875;139.89999389648438;10
YBTH;Bathurst;Bathurst Airport;Australia;-33.4094009399;149.651992798;10
YBTR;Blackwater;Blackwater Airport;Australia;-23.603099822998047;148.8070068359375;10
YCAR;Carnarvon;Carnarvon Airport;Australia;-24.880211;113.67174;8
YCBA;Cobar;Cobar Airport;Australia;-31.538299560546875;145.79400634765625;10
YCBP;Coober Pedy;Coober Pedy Airport;Australia;-29.040000915527344;134.7209930419922;9.5
YCCT;Coconut Island;Coconut Island Airport;Australia;-10.050000190734863;143.07000732421875;10
YCCY;Cloncurry;Cloncurry Airport;Australia;-20.668600082399998;140.503997803;10
YCDU;Ceduna;Ceduna Airport;Australia;-32.13059997558594;133.7100067138672;9.5
YCKN;Cooktown;Cooktown Airport;Australia;-15.444700241088867;145.1840057373047;10
YCMU;Cunnamulla;Cunnamulla Airport;Australia;-28.030000686645508;145.6219940185547;10
YCNM;Coonamble;Coonamble Airport;Australia;-30.983299255371094;148.37600708007812;10
YCOE;Coen;Coen Airport;Australia;-13.761133;143.113311;10
YCOM;Cooma;Cooma Snowy Mountains Airport;Australia;-36.3005981445;148.973999023;10
YDMG;Doomadgee;Doomadgee Airport;Australia;-17.9403;138.822006;10
YDNI;Darnley Island;Darnley Island Airport;Australia;-9.583330154418945;143.76699829101562;10
YDPO;Devonport;Devonport Airport;Australia;-41.1697006226;146.429992676;10
YELD;Elcho Island;Elcho Island Airport;Australia;-12.019399642899998;135.570999146;9.5
YESP;Esperance;Esperance Airport;Australia;-33.684399;121.822998;8
YFLI;Flinders Island;Flinders Island Airport;Australia;-40.0917015076;147.992996216;10
YGEL;Geraldton;Geraldton Airport;Australia;-28.796101;114.707001;8
YGLA;Gladstone;Gladstone Airport;Australia;-23.869699;151.223007;10
YGTE;Groote Eylandt;Groote Eylandt Airport;Australia;-13.975000381500001;136.460006714;9.5
YGTH;Griffith;Griffith Airport;Australia;-34.2508010864;146.067001343;10
YHID;Horn Island;Horn Island Airport;Australia;-10.586400032;142.289993286;10
YHOO;Hooker Creek;Hooker Creek Airport;Australia;-18.3367004395;130.638000488;9.5
YHOT;Mount Hotham;Mount Hotham Airport;Australia;-37.0475006104;147.333999634;10
YHUG;Hughenden;Hughenden Airport;Australia;-20.815000534057617;144.22500610351562;10
YJLC;Julia Creek;Julia Creek Airport;Australia;-20.66830062866211;141.72300720214844;10
YKBR;Kalbarri;Kalbarri Airport;Australia;-27.692813;114.259169;8
YKII;King Island;King Island Airport;Australia;-39.877498626708984;143.8780059814453;10
YKKG;Kalkgurung;Kalkgurung Airport;Australia;-17.431900024414062;130.80799865722656;9.5
YKMB;Karumba;Karumba Airport;Australia;-17.45669937133789;140.8300018310547;10
YKOW;Kowanyama;Kowanyama Airport;Australia;-15.485600471496582;141.75100708007812;10
YKUB;Kubin;Kubin Airport;Australia;-10.225000381500001;142.218002319;10
YLEO;Leonora;Leonora Airport;Australia;-28.87809944152832;121.31500244140625;8
YLEV;Lake Evella;Lake Evella Airport;Australia;-12.498900413513184;135.80599975585938;9.5
